title,salary,lower,upper,currency_unit,address,time,rank,experience,number_of_recruits,working_form,sex,company,description,requirements,benefit,url
Lập Trình Viên JavaScript,15-30triệu,15.0,30.0,VND,"Hà Nội: 85 Vũ Trọng Phụng, Thanh Xuân, Hà Nội",31-12-2023,Nhân viên,2,5,Toàn thời gian,Không yêu cầu,VC Corp,,,". Dải lương dự kiến: 15,000,000 – 30,000,000 VNĐ . Thưởng đạt, vượt chỉ tiêu KPI/Thưởng năng suất, thưởng tháng lương 13 (thưởng Tết Âm Lịch), thưởng thâm niên, thưởng nóng, thưởng vinh doanh... . Trang thiết bị làm việc công nghệ cao, phong phú, đa dạng. . Văn phòng làm việc hiện đại, chuyên nghiệp, an toàn. . Môi trường trẻ trung, năng động, sáng tạo. . Đồ uống, đồ ăn nhẹ tại văn phòng. Chương trình chăm sóc sức khỏe toàn diện VC Health Care . Thăm khám sức khỏe định kỳ hàng năm tại các bệnh viện cao cấp . Được tham gia các hoạt động trải nghiệm tư vấn chăm sóc sức khỏe từ các chuyên gia y tế, do công ty tổ chức theo hình thức các kênh trực tuyến và trực tiếp tại văn phòng. Chế độ nghỉ dưỡng và phúc lợi: . Chế độ nghỉ mát (theo quy chế của công ty). . Chế độ nghỉ phép (12 ngày nghỉ phép/năm theo quy định của Luật Lao Động). . Chế độ Hiếu, Hỉ, Sinh Con.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Flap-trinh-vien-javascript%2F620635.html%3Fta_source%3DITJobs_LinkDetail
Front-End Engineer ( ReactJS ),,,,,"Hồ Chí Minh: Lô T2, Đường D1, khu Công nghệ cao, TP. Thủ Đức, TP. Hồ Chí Minh, Thủ Đức",06-12-2023,Nhân viên,2,5,Toàn thời gian,Không yêu cầu,FPT Software,,,"“FPT care” health insurance provided by AON and is exclusive for FPT employees. Annual Summer Vacation: follows company’s policy and starts from May every year Salary review 2 times/year or on excellent performance International, dynamic, friendly working environment Annual leave, working conditions follow Vietnam labor laws. Other allowances: lunch allowance, working on-site allowance, etc.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Ffront-end-engineer-reactjs%2F1118659.html%3Fta_source%3DITJobs_LinkDetail
Tools Programmer,,,,,"Hà Nội: 82 Dịch Vọng Hậu, Cầu Giấy",15-12-2023,Nhân viên,5,2,Toàn thời gian,Không yêu cầu,Công ty TNHH Pentalog Việt Nam,"Thorough knowledge of modelling, rigging, animation, deformation, and simulation tools used in the modern AAA game engines, as well as related cross pipeline workflows. Familiarity with character pipelines and technologies is required. Point of communication between multiple teams across multiple disciplines. Excellent communication skills will be put to good use as you train, educate and inform ancillary teams of our front-end technology development.","5+ years’ experience relating to your speciality Excellent C# and C++ skills Excellent WPF and QT frameworks Excellent Python development skills and debugging techniques Detailed working knowledge 3D tools as Maya or 3DS Max Experience with Python, MEL, and Maya API Strong verbal and written communications skills Technical support focused Education: B.S or B.A. degree in Computer Science/Game Art or equivalent Self-motivated towards solving creative problems Expert knowledge of one 3D package (Maya, 3DS Max or Modo) for production Houdini knowledge Experience with scripting languages (MEL script, Max Script, Python/PyMel, PS Action Script, Lua, C# or equivalents) and shading languages/networks. Experience in C/C++ is a plus Ability to create 3D art pipelines and document processes Understand how to optimize game assets and levels Able to identify inefficiencies and create scripts to automate processes Strong understanding of rendering budgets and other technical constraints related to performance in real-time engines Ability to adapt rapidly to new or changing technology with an interest in finding ways to evolve and improve the environment creation pipeline Solid organization skills with adherence to file structures, naming conventions, and other established protocols Excellent ability to self-manage and accurately predict and adhere to task length estimates and deadlines Be able to work with tight deadlines and constraints and the ability to embrace change Clearly communicate updates and properly escalate concerns to the appropriate team member(s) and manager(s) Ability to give and receive critiques for art and not take it too personally Game Engine Experience UE2, UE3, UE4, CryEngine3+, Unity 3D Passion for Video Games",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Ftools-programmer%2F1164013.html%3Fta_source%3DITJobs_LinkDetail
Tech Manager - Unreal Developer,,,,,"Hà Nội: 82 Dịch Vọng Hậu, Cầu Giấy",15-12-2023,Trưởng chi nhánh,5,1,Toàn thời gian,Không yêu cầu,Công ty TNHH Pentalog Việt Nam,"Designs, prototypes, implements and polishes gameplay features and supporting systems; Develop tools/plugins or debug features to help designers or programmers polish gameplay features; Analyzes and mitigates risk in the gameplay development schedule; Consult with other developers and designers on the team to change, adapt or refactor components as required; Coordinate and mentor developers' team (between 8- 10).","8+ years of software experience  in  the games industry ; Highly proficient in modern  C++ ; AAA/AA game  experiences; Highly proficient in math; Excellent knowledge of  UE4 and Blueprints ; Excellent problem-solving abilities; Driven and self-motivated; Deep knowledge of at least one of the following areas : AI, animation, GPU/CPU Optimization, network optimization ; Experience  implementing game features  in a multiplayer environment; Strong  debugging and optimization skills  in a multi-threaded environment; Excellent communication skills and comfortable working closely with designers and content developers - local and remote; Good communication and strong  English  language skills. Familiar with console (XB1, PS4, Switch) development. Porting experience to mobile or consoles.",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Ftech-manager-unreal-developer%2F1163783.html%3Fta_source%3DITJobs_LinkDetail
Art Director,,,,,"Hà Nội: 82 Dịch Vọng Hậu, Cầu Giấy",15-12-2023,Giám đốc,5,1,Toàn thời gian,Không yêu cầu,Công ty TNHH Pentalog Việt Nam,"Effectively communicate the artistic vision of a game to internal and external art teams. Perform reviews to ensure the quality bar of the art assets created by our internal and outsourcing art teams. Collaborate with clients to review game art, collect feedback and adjust team priorities as needed. Ensure that art priorities are effectively defined and communicated and that the processes meet the games’ goals in a timely fashion. Contribute innovative ideas for all aspects of game prototyping, production, and development. Oversee all art hiring, training, development & resourcing of all artists. Track the workload and tasks of the Artworks division team. Participate in managing project-related conflict and counsel marginal performers, according to HR policies. Assist with staff plans, staff assessments, and performance appraisals. Work with the Director of Production in evaluating, bidding and staffing of art portion of potential projects. Other duties may be assigned to accomplish company or department objectives.","Knowledge of technical and traditional art processes and production pipelines. Ability to work with different artistic styles and the ability to adapt quickly to the new styles. Ability to create and communicate a clear artistic studio vision with Senior and Executive level leadership teams along with members of the Art Department. Provide inspiration to art staff and facilitate training opportunities to develop all art disciplines. Excellent decision-making capabilities. Demonstrated ability to solve complex problems. Ability to balance deadlines and resources with style and quality requirements of a title's art direction. Experience in hiring all levels and overseeing testing, interviewing, onboarding and integration of new team members. Experience creating a pipeline to work successfully with one or more outsource partners. Experience with working with publishers and on co-developed projects. Experience using Jira & Confluence. Experience with Perforce. Passion for video games and building them.",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fart-director%2F1164120.html%3Fta_source%3DITJobs_LinkDetail
Thực Tập Sinh Tester,,,,,"Hồ Chí Minh: 72/24 Phan Đăng Lưu, Phú Nhuận",06-12-2023,Thực tập sinh,0,2,Thực tập,Không yêu cầu,Công ty TNHH Lửa Á Châu,"Tham gia tìm hiểu và phân tích yêu cầu hệ thống phần mềm của dự án lĩnh vực Kế toán, Nhân sự, Ngành hàng, Doanh nghiệp, mạng xã hội,... Tìm hiểu hệ thống, lên kịch bản test, Thiết kế Test case.. Tạo dữ liệu mẫu để test, tạo môi trường test Tiếp nhận và kiểm tra các lỗi được phản ánh. Viết Test Report, đánh giá kết quả testing. Front-End functional: Business logic, HTML, CSS, Responsive Back-End functional: functional, business logic, UI Test Non-functional: Performance Testing, Security Testing, Load Testing, Stress Testing, Integration Test","Sinh viên năm cuối hoặc mới tốt nghiệp Cao đẳng/ Đại học chuyên ngành Công nghệ thông tin. Nắm bắt nghiệp vụ nhanh, tiếp nhận và xử lý thông tin tốt. Biết viết, đọc tài liệu đặc tả Biết cách tạo testcase, thực hiện test, log bug là lợi thế Thái độ làm việc nghiêm túc, nhiệt tình, có trách nhiệm với công việc được giao, có tinh thần học hỏi, chủ động. Có khả năng làm việc làm việc theo nhóm Ưu tiên ứng viên có kinh nghiệm phân tích và đưa ra mô hình, giải pháp dựa trên yêu cầu đã thu thập được. Làm việc full time từ thứ 2 - thứ 6, 08h30 - 17h30 hoặc ít nhất 8 buổi/tuần",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fthuc-tap-sinh-tester%2F930138.html%3Fta_source%3DITJobs_LinkDetail
Lập Trình Viên C/C++,12-20triệu,12.0,20.0,VND,"Hà Nội: 85 Vũ Trọng Phụng, Thanh Xuân, Hà Nội",15-12-2023,Nhân viên,1,2,Toàn thời gian,Không yêu cầu,VC Corp,,,". Dải lương dự kiến: 12,000,000 – 20,000,000 VNĐ . Thưởng đạt, vượt chỉ tiêu KPI/Thưởng năng suất, thưởng tháng lương 13 (thưởng Tết Âm Lịch), thưởng thâm niên, thưởng nóng, thưởng vinh doanh... . Trang thiết bị làm việc công nghệ cao, phong phú, đa dạng. . Văn phòng làm việc hiện đại, chuyên nghiệp, an toàn. . Môi trường trẻ trung, năng động, sáng tạo. . Đồ uống, đồ ăn nhẹ tại văn phòng. Chương trình chăm sóc sức khỏe toàn diện VC Health Care . Thăm khám sức khỏe định kỳ hàng năm tại các bệnh viện cao cấp . Được tham gia các hoạt động trải nghiệm tư vấn chăm sóc sức khỏe từ các chuyên gia y tế, do công ty tổ chức theo hình thức các kênh trực tuyến và trực tiếp tại văn phòng. Chế độ nghỉ dưỡng và phúc lợi: . Chế độ nghỉ mát (theo quy chế của công ty). . Chế độ nghỉ phép (12 ngày nghỉ phép/năm theo quy định của Luật Lao Động). . Chế độ Hiếu, Hỉ, Sinh Con.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Flap-trinh-vien-c-c%2F476763.html%3Fta_source%3DITJobs_LinkDetail
System Monitoring,37triệu,37.0,37.0,VND,"Hồ Chí Minh: Etown building, 364 Cong Hoa, Ward 13, Tan Binh District, HCMC, Tân Bình",06-12-2023,Nhân viên,5,2,Toàn thời gian,Không yêu cầu,CÔNG TY TNHH VSL VIỆT NAM,"Configure internal systems Diagnose and troubleshoot technical issues Maintain System Integrity Monitor system performance, IT system operations and storage utilization Provides support with escalated helpdesk or level 1 requests. Plans ahead for necessary hardware or software upgrades to support system growth Install servers, devices and firewalls Upgrade the network infrastructure Conduct Data backups Ensure the smooth deployment of new applications Provide advices and best practices for IT security Write, edit and revise security procedures Follow up the direction of manager about the company’s strategic, development, and future growth in IT System team Ensure all assigned IT tasks are professionally undertaken and that the IT system remains in good condition and runs perfectly Sensibilized for all IT technical aspects of the company Manage critical incidents, associated to user communication, activities and any appropriate escalations. Build services relationship with user center teams and understand the principles and practice of client care Review performance reports, service improvements, service quality and processes Build team capabilities to provides expert advice Manage and coach team members Ensure that team’s KPIs are monitored, actions are taken, evaluated accordingly and delegated properly","6+ years working experience  on related job Strong background on  System / Network / Security 3+ years working experience in Microsoft System solution Good knowledge or experience on system security techniques Experience in Cyber Security Advanced French and  fluent in English. Exchange Online DR, load balancing, clustering Hyper-V, Nutanix Citrix SCCM/SCOM MS SQL database server Backup and storage solutions","Professional, Open-minded and Creative Environment: Individual Development: Special Care for Employee:",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fsystem-monitoring%2F1157696.html%3Fta_source%3DITJobs_LinkDetail
Java Full Stack Developer,2.000USD,2000.0,2000.0,USD,"Hồ Chí Minh: 84A/42 Tran Huu Trang, Ward 10, Phu Nhuan District, Ho Chi Minh City, Phú Nhuận",06-12-2023,Nhân viên,2,5,Toàn thời gian,Không yêu cầu,CÔNG TY TNHH STEPMEDIA SOFTWARE VIỆT NAM,,,Salary: up to 2000$ 13+14 month performance based bonus 15 days annual leave  Working with the latest technology  Agile/scrum environment,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fjava-full-stack-developer%2F1164542.html%3Fta_source%3DITJobs_LinkDetail
Java Developer,2.000USD,2000.0,2000.0,USD,"Hồ Chí Minh: 84A/42 Tran Huu Trang, Ward 10, Phu Nhuan District, Ho Chi Minh City, Phú Nhuận",06-12-2023,Nhân viên,3,10,Toàn thời gian,Không yêu cầu,CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,,,Salary: up to 2000$ 13+14 month performance based bonus 15 days annual leave  Working with the latest technology  Agile/scrum environment,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fjava-developer%2F1164543.html%3Fta_source%3DITJobs_LinkDetail
Trưởng Phòng Công Nghệ Thông Tin,,,,,"Hải Phòng: ngã 3 trường sơn , an tràng, An Lão",31-12-2023,Quản lý / Giám sát,3,1,Toàn thời gian,Không yêu cầu,CÔNG TY TNHH SAO VÀNG,,,"-Hưởng phúc lợi theo quy định công ty , BHXH,BHYT,BHTN -Thưởng cuối năm -Khám sức khỏe định kỳ hàng năm -Tặng quà sinh nhật và nhiều phúc lợi khác",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Ftruong-phong-cong-nghe-thong-tin%2F1164685.html%3Fta_source%3DITJobs_LinkDetail
.NET Developer,20triệu,20.0,20.0,VND,"Hồ Chí Minh: 35 Nguyễn Huệ, P Bến Nghé, Quận 1",06-12-2023,Nhân viên,1,1,Toàn thời gian,Không yêu cầu,Công ty CPDV Trực tuyến Cộng Đồng Việt (VietUnion),,,"Làm việc trong môi trường fintech năng động, cập nhật nhiều công nghệ mới. Mức lương: hấp dẫn, đánh giá công việc theo quý với mức thưởng kèm theo, lương tháng 13+++, nhiều trợ cấp. Chế độ thưởng khi giới thiệu ứng viên. Bảo hiểm sức khỏe toàn diện (có hỗ trợ cho người thân), Bảo hiểm 24/24 và BHXH. Khám sức khỏe định kỳ. Du lịch, teambuilding: ít nhất 2 lần/năm đi trong nước hoặc nước ngoài. Hoạt động thể thao sôi nổi, hào hứng: chạy bộ/trail/đá banh/bơi lội/cầu lông/bóng chuyền…thường xuyên tổ chức nhiều giải nội bộ hoặc liên công ty. Hoạt động văn hóa/ đội nhóm/xã hội: teabreak/ karaoke/xem phim/ tiệc mừng các ngày lễ… Hoạt động đào tạo: nhiều lớp đào tạo nâng cao chuyên môn, kỹ năng, cập nhật công nghệ hoặc các khía cạnh khác của đời sống. Hỗ trợ học phí đào tạo theo đề xuất của nhân viên. Trợ cấp chứng chỉ tiếng Anh hàng tháng.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fnet-developer%2F1137921.html%3Fta_source%3DITJobs_LinkDetail
Nhân Viên Quản Trị Hệ Thống ( System Admin ),10-18triệu,10.0,18.0,VND,"Hà Nội: PT6.2A-102 KĐT mới Đại Kim Hoàng Mai, Hoàng Mai",06-12-2023,Nhân viên,2,2,Toàn thời gian,Nam,Công ty cổ phần công nghệ và giải pháp y tế,"Quản trị hệ thống website và các server của công ty Quản lý các version của sản phẩm và cập nhật version mới đến các server Quản trị hệ thống mạng VPN và các domain cho sản phẩm của công ty Triển khai hệ thống mới tại các bệnh viện (khảo sát mạng, cài đặt server, cài đặt kết nối từ máy trạm đến server) Support fix lỗi nếu nhận được thông báo từ nhân viên chăm sóc khách hàng","Tốt nghiệp đại học/cao đẳng chuyên ngành kỹ thuật Có đam mê tìm hiểu, làm việc với các hệ thống kỹ thuật, máy tính, mạng Ưu tiên đã có kinh nghiệm trong quản trị, triển khai hệ thống mạng, quản trị máy chủ Nhiệt tình, chủ động, ham học hỏi, kiên trì, cẩn thận Tinh thần trách nhiệm cao, trung thực",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fnhan-vien-quan-tri-he-thong-system-admin%2F1157617.html%3Fta_source%3DITJobs_LinkDetail
Nhân Viên Chỉnh Sửa Video,7-10triệu,7.0,10.0,VND,"Hải Phòng: Lô 56-BT6 Tuyến 16, Khu Anh Dũng 7, Anh Dũng, Dương Kinh, Hải Phòng, Dương Kinh",06-12-2023,Nhân viên,0,2,Toàn thời gian,Nam,Công ty Cổ phần Funtime Media Corp,"Copy Video thô về máy. Chỉnh sửa Video (cắt cảnh thừa, thêm âm thanh, hiệu ứng, màu, hình ảnh,...). Nội dung là video giải trí cho trẻ em Xuất Video và chỉnh sửa nếu cần. Làm báo cáo, cập nhật tiến độ theo định lỳ Làm việc theo giờ hành chính 8h/ ngày nghỉ chiều T7, CN.",,"Thu nhập theo năng lực: 7-15 triệu.  Thời gian thử việc không quá 1 tháng.  Được đóng bảo hiểm 100% lương cơ bản, thuế TNCN, kinh phí công đoàn công ty hỗ trợ. Thưởng các dịp Lễ, Tết, cuối năm. Hệ thống phúc lợi toàn diện: sức khoẻ, sinh nhật, du lịch, hiểu hỉ, ốm đau,... Môi trường làm việc trẻ trung, đề cao tính sáng tạo, không dập khuôn máy móc.  Cơ hội học tập, phát triển bản thân.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fnhan-vien-chinh-sua-video%2F964271.html%3Fta_source%3DITJobs_LinkDetail
Chuyên Viên Phân Tích Nghiệp Vụ (Ba),30triệu,30.0,30.0,VND,"Hồ Chí Minh: 35 Nguyễn Huệ, P Bến Nghé, Quận 1",06-12-2023,Nhân viên,3,1,Toàn thời gian,Không yêu cầu,Công ty CPDV Trực tuyến Cộng Đồng Việt (VietUnion),,,"Làm việc trong môi trường fintech năng động, cập nhật nhiều công nghệ mới. Phỏng vấn 1 vòng. Mức lương: hấp dẫn, đánh giá công việc theo quý với mức thưởng kèm theo, lương tháng 13+++, nhiều trợ cấp. Chế độ thưởng khi giới thiệu ứng viên. Bảo hiểm sức khỏe toàn diện (có hỗ trợ cho người thân), Bảo hiểm 24/24 và BHXH. Khám sức khỏe định kỳ. Du lịch, teambuilding: ít nhất 2 lần/năm đi trong nước hoặc nước ngoài. Hoạt động thể thao sôi nổi, hào hứng: chạy bộ/trail/đá banh/bơi lội/cầu lông/bóng chuyền…thường xuyên tổ chức nhiều giải nội bộ hoặc liên công ty. Hoạt động văn hóa/ đội nhóm/xã hội: teabreak/ karaoke/xem phim/ tiệc mừng các ngày lễ… Hoạt động đào tạo: nhiều lớp đào tạo nâng cao chuyên môn, kỹ năng, cập nhật công nghệ hoặc các khía cạnh khác của đời sống. Hỗ trợ học phí đào tạo theo đề xuất của nhân viên. Trợ cấp chứng chỉ tiếng Anh hàng tháng.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fchuyen-vien-phan-tich-nghiep-vu-ba%2F1038090.html%3Fta_source%3DITJobs_LinkDetail
PHP Developer (Drupal),32triệu,32.0,32.0,VND,"Hồ Chí Minh: Etown building, 364 Cong Hoang Street, Ward 13, Tan Binh District, HCMC, Tân Bình",06-12-2023,Nhân viên,3,2,Toàn thời gian,Không yêu cầu,CÔNG TY TNHH VSL VIỆT NAM,"Analyze client requirements, master development framework, perform design and coding. Maintain and develop applications/websites for clients using PHP. Troubleshoot and fix any issues relating to PHP programs. Writing technical document as well as non-technical specifications along with record all procedures. Research and provide technical solution per request. Work closely with PMs and testers in completing projects. Produce results effectively and within the deadlines set.","At least 3 years of experience  as web application developer. Strong experience in  PHP development  and  architecture  related. Having experience with PHP framework like  Drupal ,  WordPress  or  Symfony . Strong front-end skill in  HTML5 ,  CSS ,  JavaScript . Good knowledge in MySQL or other relational database MSSQL, POSTGRESQL. Strong knowledge of object-oriented design and related concepts. Good experiences in debugging, performance test, security scan tools. Fluent in English Good communication skills. Good problem-solving and researching skills. Well-organized, Responsibility and Proactive. Teamwork. Can-do attitude and positive thinking.","Professional, Open-minded and Creative Environment: Individual Development Special Care for Employee",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fphp-developer-drupal%2F1157465.html%3Fta_source%3DITJobs_LinkDetail
Senior Account Manager (IT Solution),,,,,"Hà Nội: 3 Luong Yen St, Bach Dang Ward, Hai Ba Trung District, Hanoi, Hai Bà Trưng",06-12-2023,Nhân viên,3,2,Toàn thời gian,Không yêu cầu,Công ty TNHH Tích hợp Hệ thống Quản lý Quốc tế (Gimasys),"Develop the market: Execute sales strategies and achieve established quota in the assigned territory by identifying and closing business opportunities through territory management, target account prospecting and profiling. Build the relationship with customers:  - Own the services relationship and is responsible for understanding the customers’ business needs and direction in order to help them quantify and achieve their business objectives; - Owns the territories services pipeline and is responsible for both prospecting and closing services opportunities; - Maintain effective relationships with established customers and develop strategies to maximize services depth and revenue opportunities; Selling: Responsible for Oracle Netsuite full services by thoroughly assessing the customers’ needs and presenting appropriate services solutions; Maintain a thorough knowledge of Gimasys and Partner’s products and technology, as well as industry trends; - Proactively maintain strong relationships with Sales team members and other Units in Gimasys (e.g. for cross-selling) - Reporting of activities, including weekly and monthly sales forecasts, the status of the pipeline and results of prospecting activities; - Supporting managerial, strategic and marketing activities of the Cloud sales in the South","Bachelor’s Degree in Business Administration is preferred; BS / MBA degree preferred 3 year experience in ERP, finance  Solution Selling techniques with an emphasis on strong account and territory management; Ability to build relationships and quickly develop trust with C-level executives; Strong presentation, communication, organization, multitasking, and time management skills; Entrepreneurial mindset being able to put yourself in the customer’s shoes and driving continuous improvement and optimization Ability to build relationships and lead consulting engagements through incisive questioning, clear communication and a professional trust building manner; strong relationships with a diverse set of internal and external constituencies including senior level executives, legal, technical, finance, support, sales and marketing experts Demonstrated ability to manage difficult situations (technical + interpersonal) routinely sought after to address extremely complex, critical customer issues  ","Competitive salary, Sales Incentives Annual and extraordinary salary increase in case of excellent achievements. Be provided professional training from Gimasys Partner and Division.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fsenior-account-manager-it-solution%2F1131241.html%3Fta_source%3DITJobs_LinkDetail
Lập Trình Viên Frontend Angular,20triệu,20.0,20.0,VND,"Hà Nội: số 6 Nguyễn Công Hoan, Ba Đình, Hà Nội, Ba Đình",06-12-2023,Nhân viên,1,5,Toàn thời gian,Nam,Unikom JSC,,,"Mức lương được thỏa thuận dựa trên năng lực, kinh nghiệm và mong muốn của ứng viên: Upto 20.000.000    Chế độ phụ cấp cho nhân viên khi onsite dự án tài chính ngân hàng: 100.000vnd/ngày Thưởng thâm niên onsiteThưởng khác Đánh giá kết quả công việc định kỳ theo quy định của công ty, 06 tháng/lần. Thưởng các dịp Lễ, tết, lương tháng thứ 13; Thưởng KPI, dự án, thưởng theo năng suất công việc,…. Nghỉ phép 01 ngày/tháng. Nghỉ các dịp Lễ, Tết theo quy định Nhà nước Các chế độ phúc lợi: thai sản, ốm đau, hiếu hỉ,….  theo Luật lao động và theo quy định của công ty Khám sức khỏe định kỳ cho CBNV công ty. Thẻ bảo hiểm sức khỏe VBI dành cho CBNV ( áp dụng tại 720 cơ sở KCB trên toàn quốc_ Đóng BHXH đầy đủ và tuân thủ các quy định về luật của Nhà nước  Môi trường làm việc trẻ trung, năng động, leader giàu kinh nghiệm,  teambuilding, party sinh nhật theo tháng, quý, năm Cơ hội thăng tiến cao nhờ sự hỗ trợ của cấp trên và đồng nghiệp. Trang bị máy tính, màn hình cho CBNV làm việc.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Flap-trinh-vien-frontend-angular%2F688142.html%3Fta_source%3DITJobs_LinkDetail
C Networking Developer,,,,,"Hồ Chí Minh: Phú Nhuận, Hồ Chí Minh: Quận 12",03-12-2023,Nhân viên,2,3,Toàn thời gian,Không yêu cầu,TMA Solutions,"Work on OS of switches Develop and maintain switch functionalities, networking protocol, security, etc... Work closely with various teams to ensure timely delivery, quality ensuring Provide mentoring/training where necessary","Experience in C/C++ on Linux (pointer, multi-threads, multi-processes, socket programming, etc...) Good networking knowledge in layer 2, layer 3 is a strong plus point Experience in Python, Golang is a plus Degree in IT/Computer Science/Computer Engineering or related discipline Web development knowledge (VueJS, PHP, HTML, CSS, JavaScript) is a plus, but not mandatory requirement Good time-management skill, able to multi-task and pay attention to details as well as a fast learner Possess good analytical skill & able to think in a systematic manner Good troubleshooting, problem solving, and analytical skills Strong interpersonal and communications skills, both oral and written, especially in English. Able to express ideas clearly and concisely Able to work in a dynamic and ever-changing industry A self-initiated and pro-active team player who can work with minimal supervision 2+ years Phú Nhuận District or District 12",Benefits/ Opportunity: ,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fc-networking-developer%2F1112381.html%3Fta_source%3DITJobs_LinkDetail
Automation SQA,,,,,"Hồ Chí Minh: Phú Nhuận, Hồ Chí Minh: Quận 12",03-12-2023,Nhân viên,2,3,Toàn thời gian,Không yêu cầu,TMA Solutions,"Your responsibilities include but not limited to the following: Estimates testing efforts and takes care that they are considered in the story points Takes care that user stories and acceptance criteria are testable Creates, manages and executes automation test cases based on user stories and technical specifications Log bug to Defect management tool and communicates test related impediments timely Execute automated tests on demand","Experience as a Test Automation Engineer such as Selenium, Appium, Katalon, Jenkin Proficiency in programming languages such as C#, Java, Java Script, Python Experience in Web driver, and automation framework POM / Keyword or hybrid Experience in API testing Experience in Quality Processes and QA Cycle including Functional, Integration, and System Testing. Should have knowledge about test planning, test strategies, test... 2+ years Phú Nhuận District or District 12",Benefits/ Opportunity: ,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fautomation-sqa%2F1112394.html%3Fta_source%3DITJobs_LinkDetail
